  1, 10000
  2, 13666
  3, 15972
  4, 17064
  5, 17723
  6, 18177
  7, 18419
  8, 18584
  9, 18867
 10, 19237
 11, 19307
 12, 19546
 13, 19765
 14, 19768
 15, 20219
 16, 20486
 17, 20531
 18, 20908
 19, 20963
 20, 20950
 21, 20959
 22, 21317
 23, 21698
 24, 21727
 25, 21964
 26, 22051
 27, 22195
 28, 22000
 29, 22075
 30, 22184
 31, 22238
 32, 22388
 33, 22564
 34, 22473
 35, 22399
 36, 22539
 37, 22323
 38, 22195
 39, 22397
 40, 22542
 41, 22624
 42, 22656
 43, 22868
 44, 22754
 45, 22790
 46, 22841
 47, 23253
 48, 23153
 49, 23374
 50, 23541
 51, 23684
 52, 23751
 53, 23696
 54, 23950
 55, 24442
 56, 24522
 57, 24548
 58, 24563
 59, 24564
 60, 24887
 61, 25260
 62, 25343
 63, 24976
 64, 25020
 65, 25559
 66, 25922
 67, 26211
 68, 26352
 69, 26295
 70, 26242
 71, 26515
 72, 26724
 73, 26729
 74, 26816
 75, 27076
 76, 27058
 77, 27112
 78, 27044
 79, 27038
 80, 27022
 81, 26796
 82, 27204
 83, 27413
 84, 27427
 85, 27390
 86, 27379
 87, 27672
 88, 27860
 89, 27923
 90, 28004
 91, 28229
 92, 28545
 93, 28628
 94, 28631
 95, 29081
 96, 29231
 97, 29237
 98, 29270
 99, 28860
100, 28808
