  1, 10000
  2, 13738
  3, 16074
  4, 17288
  5, 18000
  6, 18389
  7, 18965
  8, 19055
  9, 19608
 10, 19674
 11, 19768
 12, 19948
 13, 20095
 14, 20048
 15, 20241
 16, 20412
 17, 20988
 18, 20788
 19, 21513
 20, 21419
 21, 21398
 22, 21570
 23, 21759
 24, 22096
 25, 22235
 26, 22655
 27, 22495
 28, 22595
 29, 22568
 30, 22899
 31, 22816
 32, 23455
 33, 23618
 34, 23643
 35, 23928
 36, 24391
 37, 24893
 38, 25094
 39, 25319
 40, 25866
 41, 26105
 42, 26732
 43, 26928
 44, 27415
 45, 27671
 46, 28163
 47, 28328
 48, 28081
 49, 28539
 50, 28655
