  1, 10000
  2, 13443
  3, 15362
  4, 16145
  5, 16338
  6, 16307
  7, 16431
  8, 16310
  9, 16233
 10, 16143
 11, 16071
 12, 15554
 13, 15536
 14, 15358
 15, 15187
 16, 14984
 17, 14770
 18, 14404
 19, 14241
 20, 14052
 21, 14015
 22, 13930
 23, 13768
 24, 13488
 25, 13461
 26, 13237
 27, 12849
 28, 12476
 29, 12538
 30, 12242
 31, 11773
 32, 11566
 33, 11392
 34, 11137
 35, 11050
 36, 11184
 37, 11010
 38, 10583
 39, 10293
 40, 10240
 41, 10082
 42, 10138
 43, 10057
 44, 10150
 45,  9993
 46,  9748
 47,  9357
 48,  9454
 49,  9520
 50,  9687
