  1, 10000
  2, 11887
  3, 11888
  4, 11102
  5,  9717
  6,  8394
  7,  7195
  8,  6150
  9,  5334
 10,  4749
 11,  4017
 12,  3473
 13,  3065
 14,  2583
 15,  2357
 16,  2105
 17,  1819
 18,  1635
 19,  1360
 20,  1066
 21,   898
 22,   763
 23,   692
 24,   609
 25,   580
 26,   484
 27,   369
 28,   292
 29,   266
 30,   248
 31,   206
 32,   150
 33,   128
 34,   111
 35,    88
 36,    70
 37,    67
 38,    69
 39,    61
 40,    49
 41,    31
 42,    12
 43,    17
 44,    10
 45,    14
 46,    15
 47,    11
 48,     6
 49,     2
 50,     2
