  1, 10000
  2, 10483
  3,  9257
  4,  7662
  5,  5975
  6,  4509
  7,  3411
  8,  2586
  9,  1889
 10,  1509
 11,  1148
 12,   881
 13,   638
 14,   557
 15,   405
 16,   321
 17,   251
 18,   166
 19,   104
 20,    99
 21,    69
 22,    49
 23,    36
 24,    40
 25,    22
 26,    12
 27,     8
 28,     3
 29,     3
 30,     3
 31,     2
 32,     3
 33,     5
 34,     3
 35,     0
 36,     0
 37,     0
 38,     0
 39,     0
 40,     0
 41,     0
 42,     0
 43,     0
 44,     0
 45,     0
 46,     0
 47,     0
 48,     0
 49,     0
 50,     0
