  1, 10000
  2, 13521
  3, 15613
  4, 16368
  5, 16690
  6, 16539
  7, 16559
  8, 16516
  9, 16685
 10, 16540
 11, 16457
 12, 16166
 13, 16160
 14, 15939
 15, 15551
 16, 15293
 17, 15316
 18, 15265
 19, 15406
 20, 14972
 21, 14743
 22, 14835
 23, 14775
 24, 14715
 25, 14513
 26, 14573
 27, 14404
 28, 14425
 29, 14073
 30, 14361
 31, 14077
 32, 14078
 33, 14031
 34, 13848
 35, 13613
 36, 13518
 37, 13313
 38, 13220
 39, 13042
 40, 12712
 41, 12472
 42, 12471
 43, 12371
 44, 12468
 45, 12302
 46, 12295
 47, 12229
 48, 12206
 49, 12230
 50, 12282
 51, 12099
 52, 12126
 53, 12065
 54, 12022
 55, 12162
 56, 12195
 57, 12103
 58, 12064
 59, 12026
 60, 12016
 61, 11900
 62, 11499
 63, 11220
 64, 11393
 65, 11160
 66, 11253
 67, 11340
 68, 11064
 69, 11052
 70, 11023
 71, 10963
 72, 10856
 73, 10718
 74, 10701
 75, 10580
 76, 10422
 77, 10151
 78,  9828
 79,  9473
 80,  9365
 81,  9203
 82,  9246
 83,  9228
 84,  9099
 85,  9028
 86,  8941
 87,  9085
 88,  8908
 89,  9052
 90,  9092
 91,  8965
 92,  8915
 93,  8714
 94,  8744
 95,  8820
 96,  8730
 97,  8727
 98,  8546
 99,  8657
100,  8594
