  1, 10000
  2, 13517
  3, 15890
  4, 16984
  5, 17552
  6, 17937
  7, 18132
  8, 18137
  9, 18389
 10, 18423
 11, 18300
 12, 18498
 13, 18310
 14, 18462
 15, 18690
 16, 18836
 17, 18932
 18, 19071
 19, 19070
 20, 19189
 21, 19067
 22, 19182
 23, 18935
 24, 19011
 25, 18558
 26, 18421
 27, 18313
 28, 18431
 29, 18207
 30, 18337
 31, 18256
 32, 18392
 33, 18059
 34, 18080
 35, 18165
 36, 18371
 37, 17885
 38, 17645
 39, 17526
 40, 17742
 41, 17564
 42, 17551
 43, 17664
 44, 17664
 45, 17721
 46, 17458
 47, 17436
 48, 17366
 49, 17323
 50, 17513
 51, 17375
 52, 17296
 53, 17041
 54, 17134
 55, 17070
 56, 17107
 57, 17344
 58, 17244
 59, 16988
 60, 17094
 61, 17310
 62, 17331
 63, 16985
 64, 16692
 65, 16696
 66, 16729
 67, 16807
 68, 16900
 69, 16946
 70, 16886
 71, 16764
 72, 16229
 73, 16142
 74, 15954
 75, 16361
 76, 16230
 77, 16023
 78, 16213
 79, 16476
 80, 16411
 81, 16340
 82, 16248
 83, 16144
 84, 16127
 85, 16170
 86, 16101
 87, 16010
 88, 15978
 89, 16085
 90, 16166
 91, 16040
 92, 15930
 93, 15894
 94, 15600
 95, 15278
 96, 15256
 97, 14997
 98, 15129
 99, 15360
100, 15484
